Iteration	Lh	Tree No	q12	q13	q21	q24	q31	q34	q42	q43	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	Node01 - P(0,0)	Node01 - P(0,1)	Node01 - P(1,0)	Node01 - P(1,1)	
306000	-214.436200	92	0.475520	0.121401	2.442359	1.076123	6.345949	4.602563	2.616607	0.158118	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
307000	-210.577960	9	0.508272	0.131455	1.219274	0.171880	1.564708	2.611690	2.062935	0.082425	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
308000	-210.531352	49	0.759743	0.305931	3.352775	0.609334	5.254151	0.850986	0.781037	0.273422	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
309000	-208.913834	72	0.547943	0.185617	1.746227	0.629775	3.451487	2.278912	1.459635	0.151260	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
310000	-211.679797	9	0.730081	0.340776	2.640809	0.096478	1.082054	10.072913	1.255681	0.207048	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
311000	-207.219448	67	0.515842	0.172576	2.087651	0.063687	5.704118	3.663185	1.873538	0.291157	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
312000	-211.710010	67	0.610469	0.144785	3.219264	0.871883	0.105103	8.851999	2.684560	0.368157	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
313000	-212.986131	33	0.817122	0.100124	4.581543	0.755714	0.503176	4.006612	0.527167	1.066206	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
314000	-211.206177	88	0.562701	0.290285	3.124970	0.016290	7.229539	5.489433	1.911951	0.266063	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
315000	-215.237818	44	0.781050	0.307950	3.596876	0.099588	3.611922	3.422277	0.980459	0.716997	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
316000	-214.874292	31	0.576605	0.149098	1.825639	0.708707	3.112084	2.339139	0.166425	0.762712	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
317000	-211.574148	67	1.022177	0.102258	3.366146	0.487068	1.985053	5.595218	1.117332	0.487358	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
318000	-212.891671	32	0.342735	0.279226	4.645931	0.375086	4.864731	1.624719	0.696666	0.116446	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
319000	-212.433613	78	0.736078	0.063669	2.607169	0.901412	0.983535	1.849546	2.063483	0.610724	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
320000	-208.555574	9	0.505248	0.134614	3.151907	0.606655	2.090598	2.662858	1.499917	0.077742	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
321000	-211.994267	92	0.713605	0.278964	4.751357	0.205061	7.823275	1.384309	1.163123	0.226035	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
322000	-207.450125	67	0.427141	0.217782	3.162616	0.479438	1.040290	5.796085	1.470580	0.143817	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
323000	-211.374962	32	0.730739	0.323894	2.800557	0.268388	5.693526	2.062673	1.361436	0.366139	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
324000	-206.564836	67	0.673089	0.194587	3.048074	0.522885	1.218762	4.274682	1.570864	0.038782	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
325000	-207.700375	92	0.462354	0.163265	2.095015	0.463913	0.107199	4.396894	0.847378	0.236477	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
326000	-214.666822	29	0.705089	0.055393	3.044915	1.406487	3.061216	0.008161	1.462189	0.498961	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
327000	-214.788568	9	0.700302	0.068366	2.168301	1.406803	0.347089	6.698969	1.508208	0.259471	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
328000	-212.210130	3	0.799064	0.461910	3.880898	0.045750	10.444534	3.731925	2.105988	0.066386	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
329000	-207.232130	3	0.573035	0.187168	2.650236	0.272102	0.111351	7.151537	0.808766	0.069896	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
330000	-211.912908	99	0.518354	0.042264	1.613014	0.616144	1.768944	3.505484	2.096444	0.273682	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
331000	-214.846625	81	0.683398	0.305798	5.589904	0.634137	9.048270	1.482948	1.880308	0.347648	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
332000	-210.351017	9	0.740162	0.126216	3.287566	0.196601	1.534954	5.336273	2.408275	0.068904	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
333000	-215.094615	88	0.900495	0.332358	4.065242	0.256352	2.836048	9.257634	1.241688	0.697756	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
334000	-216.492020	99	0.699641	0.122133	4.678752	0.902886	7.161892	1.399027	3.294826	0.624829	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
335000	-215.112983	16	0.698618	0.289863	2.471823	0.974166	8.628285	0.529047	1.477549	0.557274	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
336000	-210.737382	99	0.519847	0.335365	3.749212	0.274436	4.126872	4.111952	1.123015	0.418371	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
337000	-210.901976	80	0.514619	0.215533	3.146343	0.474394	2.125285	3.984430	0.679047	0.634396	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
338000	-207.875444	67	0.654039	0.303114	2.966841	0.641865	1.042388	4.096700	1.138979	0.180676	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
339000	-215.548561	48	0.724716	0.233806	5.052396	0.430052	11.975646	0.742734	1.686578	0.427153	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
340000	-210.361178	88	0.440580	0.176202	2.725702	1.058927	0.678122	3.827611	1.479253	0.058194	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
341000	-214.348532	31	0.578750	0.162276	3.287159	0.785070	6.055605	1.470882	1.511505	1.159130	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
342000	-211.238315	67	0.367374	0.346162	2.881590	0.494890	3.832713	3.839789	1.693805	0.850958	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
343000	-212.977543	3	0.337299	0.386239	1.830553	0.298377	9.079652	3.666038	0.625800	0.084005	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
344000	-210.307261	67	0.745403	0.277027	3.389912	0.788553	0.774322	7.229739	1.529438	0.399530	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
345000	-215.355742	3	0.639915	0.678584	5.022528	0.455588	14.362099	1.711906	1.731491	0.017043	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
346000	-212.104207	99	0.728877	0.116178	4.072443	0.167284	0.311080	2.331829	1.509484	0.809352	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
347000	-212.201617	57	0.350428	0.255203	3.884423	0.540482	1.398959	5.309592	1.650729	0.131460	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
348000	-209.954521	67	0.950201	0.125727	2.028679	0.639013	3.683452	1.787616	0.997692	0.244143	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
349000	-212.371837	78	0.392579	0.149489	2.969517	0.698391	6.160284	1.804358	1.456568	0.621032	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
350000	-209.312617	3	0.748325	0.142684	4.039073	0.795279	2.644288	0.132165	1.013475	0.787204	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
351000	-209.985096	62	0.474805	0.205920	2.070219	0.305848	4.440346	3.963272	0.854015	0.452095	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
352000	-210.336244	67	0.498205	0.281532	4.486508	0.667101	4.711529	2.891876	1.126163	0.528476	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
353000	-207.942055	67	0.739313	0.092116	3.163565	0.286713	3.545291	3.594089	1.373529	0.247494	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
354000	-209.013899	67	0.393712	0.076696	3.326293	0.939937	0.613664	3.459043	0.857800	0.516964	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
355000	-214.292467	49	0.767579	0.246367	2.657930	0.005011	5.680471	1.881758	0.556366	0.533935	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
356000	-213.557896	83	0.634962	0.177332	3.674040	0.863442	4.158929	5.157686	1.502683	0.853661	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
357000	-216.956823	86	0.802970	0.110945	2.569821	0.116147	2.144863	11.733071	1.020514	0.148747	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
358000	-209.193254	9	0.445555	0.188255	2.220929	0.030229	5.429478	2.881033	1.147741	0.259438	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
359000	-210.939690	33	0.576754	0.102930	5.034646	0.832240	2.036541	1.672932	0.980295	0.265387	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
360000	-211.205534	61	0.563622	0.172023	2.697782	0.363346	5.622662	3.565018	1.754824	0.606821	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
361000	-213.594294	23	0.377960	0.185594	1.794205	0.278932	3.433675	7.013701	2.775669	0.418834	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
362000	-210.745903	65	0.730535	0.089757	3.473159	0.962784	0.060836	0.874439	1.188362	0.101679	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
363000	-214.187971	1	0.578215	0.399430	3.259759	0.011607	2.760055	6.821711	1.232264	0.230633	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
364000	-206.291875	67	0.576651	0.307257	2.601521	0.084664	1.861812	2.986350	1.625378	0.002418	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
365000	-215.632145	87	0.371185	0.414388	0.987462	0.178280	6.679621	3.145640	2.156027	0.495690	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
366000	-209.607218	31	0.605686	0.257775	2.292859	0.294385	0.728829	6.052819	1.563922	0.226811	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
367000	-210.190867	80	0.535038	0.188716	3.660089	0.235102	1.595832	3.637769	1.530157	0.338653	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
368000	-210.743495	49	0.731562	0.176507	1.982299	0.407747	0.321986	7.974446	1.125504	0.420955	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
369000	-208.265490	33	0.687994	0.202351	2.493678	0.106837	4.623882	2.870417	1.096317	0.224278	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
370000	-211.262590	3	0.272261	0.102593	2.319245	0.746585	1.309527	2.674035	0.868364	0.150721	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
371000	-208.438245	33	0.725115	0.254240	2.605944	0.192029	4.602992	3.288066	1.697741	0.157333	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
372000	-213.034326	61	0.303487	0.107988	1.819819	0.326408	1.117357	6.516656	0.742833	0.496782	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
373000	-210.503336	49	0.418240	0.385865	2.271142	0.117451	5.825191	4.164248	1.164379	0.357495	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
374000	-213.231244	10	0.492018	0.266671	1.525749	0.418630	7.494819	4.572666	1.084511	0.005629	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
375000	-214.623679	85	0.397097	0.046346	2.382486	0.812246	0.149935	5.872475	1.583484	1.247508	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
376000	-209.659061	62	0.690371	0.371160	2.368733	0.321276	5.372828	3.548911	1.212911	0.008931	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
377000	-211.444368	92	0.634192	0.159437	1.532915	0.071303	1.359289	5.924895	0.854071	0.462242	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
378000	-214.456421	99	0.487630	0.214283	4.168005	0.895761	8.703375	3.642834	2.162718	0.635793	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
379000	-214.428284	61	0.760288	0.224766	5.579509	0.140024	5.057366	5.500789	1.215139	0.172749	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
380000	-214.530946	81	0.820497	0.166125	5.980309	0.823248	0.947153	1.561162	1.347421	0.938605	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
381000	-210.515108	14	0.469461	0.169342	1.754672	0.176009	0.678112	5.870136	0.898168	0.324022	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
382000	-209.602186	67	0.808627	0.126683	4.365536	0.747210	3.075904	3.971340	1.661555	0.032129	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
383000	-213.663252	77	0.759537	0.110684	3.873660	1.081604	0.311783	1.530454	2.648345	0.439615	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
384000	-207.428563	67	0.507049	0.166059	2.795590	0.958028	0.171238	3.540850	1.306230	0.478082	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
385000	-213.166650	99	0.720726	0.069225	2.785497	1.150889	4.205262	1.496188	0.887348	1.476069	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
386000	-213.787610	78	0.372526	0.209164	2.479620	0.605904	1.519179	10.721458	1.054411	0.908641	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
387000	-211.106674	67	0.574480	0.274667	4.484528	0.488869	4.115244	2.362849	1.707118	0.867660	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
388000	-213.396914	80	0.491756	0.440966	2.204420	0.374408	8.670625	3.161727	0.473944	0.109318	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
389000	-211.608998	57	0.422550	0.043651	3.324043	0.535427	0.729701	0.807155	1.744094	0.478447	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
390000	-216.335739	40	0.653573	0.446123	5.085583	0.453079	5.302652	4.604980	2.578938	0.085787	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
391000	-211.170292	54	0.657694	0.161604	2.571754	0.236630	3.767961	4.373669	0.783577	0.151032	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
392000	-208.252560	67	0.714356	0.218385	3.121787	0.659566	2.062243	2.464697	0.947639	0.622403	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
393000	-205.790682	67	0.490361	0.216335	2.032695	0.309056	2.537601	2.525675	1.704981	0.086929	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
394000	-210.387881	3	0.295369	0.368397	4.571015	0.335087	2.987635	0.703694	0.881834	0.279900	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
395000	-206.019555	67	0.478723	0.152288	2.000104	0.254304	3.553937	2.790979	2.225556	0.012833	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
396000	-210.732102	25	0.830226	0.087780	3.818410	0.512708	0.259415	1.464935	0.609633	0.143618	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
397000	-214.611743	77	0.425651	0.397157	5.940873	0.400448	3.984310	0.779906	1.365043	0.409291	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
398000	-209.508243	46	0.547548	0.162161	5.324339	0.366073	0.401035	1.746330	0.986279	0.135478	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
399000	-209.952706	97	0.565526	0.139719	2.475397	0.307651	1.286904	3.931048	1.290667	0.247901	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
400000	-210.554985	31	0.627382	0.153094	1.762178	0.490769	0.583581	3.822227	1.502416	0.330008	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
401000	-221.929247	78	0.908193	0.117802	2.541404	1.828588	0.218227	18.828072	2.259021	2.182629	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
402000	-210.772412	23	0.434305	0.168988	2.499078	0.832759	2.089038	0.825845	1.114114	0.288153	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
403000	-209.842457	3	0.503691	0.188459	3.827363	0.540045	0.206427	8.167138	1.229191	0.345786	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
404000	-208.486008	99	0.517063	0.216732	3.427928	0.587178	1.003053	2.317201	1.653479	0.262188	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
405000	-215.821324	28	0.503314	0.202509	4.275630	0.384260	1.079521	4.026667	1.361103	0.953396	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
406000	-214.426592	62	0.476160	0.304715	2.834867	0.721808	0.031348	1.290649	0.334327	0.601889	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
407000	-211.457145	67	0.247601	0.242528	2.180904	0.243606	3.469518	4.703972	1.215574	0.788871	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
408000	-210.889640	88	0.742033	0.099912	3.534367	0.897003	1.044947	0.246811	2.002054	0.431860	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
409000	-212.277555	92	0.586004	0.383401	2.368206	0.180738	5.751297	1.265115	2.276278	0.240209	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
410000	-210.188116	31	0.447477	0.197574	3.134258	0.094778	2.469942	1.913467	1.007343	0.044549	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
411000	-209.747327	33	0.573139	0.248639	2.675070	0.546799	5.372547	2.648529	0.689319	0.340398	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
412000	-211.949197	81	0.765031	0.101920	2.614846	1.093736	0.065250	0.475512	2.073155	0.493442	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
413000	-215.366295	92	0.786483	0.252185	3.096751	1.491202	0.918211	5.205784	0.649399	0.353171	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
414000	-214.627037	57	0.442933	0.224888	2.300461	0.776411	1.548391	4.297519	0.232375	0.986036	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
415000	-212.148992	3	0.699231	0.312384	6.458830	0.157430	0.297613	3.113678	1.278121	0.057012	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
416000	-209.974775	92	0.773840	0.192937	2.219590	0.634267	3.274543	1.923574	1.130228	0.444801	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
417000	-212.952743	67	0.436185	0.131452	4.005774	0.709840	10.627553	0.532508	1.981045	0.383292	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
418000	-210.382331	33	0.577632	0.216851	2.924434	0.817450	1.087712	4.331161	0.803482	0.705586	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
419000	-209.864002	87	0.654898	0.126210	3.393310	0.469110	0.468211	1.074994	0.795513	0.350848	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
420000	-208.761631	3	0.423496	0.148275	4.223429	0.292901	1.322348	2.498042	1.639258	0.115380	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
421000	-215.212076	17	0.671449	0.090444	6.006679	0.579995	1.240279	0.017321	0.578725	0.172679	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
422000	-218.950383	30	0.961024	0.229711	4.225811	1.053486	1.638354	2.913505	3.426272	0.455257	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
423000	-213.746924	9	0.177699	0.053521	5.353648	0.517174	1.171620	1.488766	0.649983	0.512248	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
424000	-208.188979	9	0.488249	0.224534	2.869621	0.063301	1.814920	5.524084	1.470132	0.065301	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
425000	-211.682447	40	0.691852	0.399400	2.470885	0.425697	5.782012	2.831764	1.793434	0.164777	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
426000	-217.807265	20	0.770359	0.092041	2.074193	0.053093	7.696761	2.666903	1.657155	0.304581	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
427000	-209.606541	40	0.651158	0.227014	3.007195	0.135117	2.118725	3.808607	0.832172	0.185657	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
428000	-214.381847	33	0.585559	0.302607	2.772668	0.941317	1.753968	7.546863	2.352343	0.747498	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
429000	-213.423821	3	0.760944	0.401523	2.420064	0.452828	8.918741	0.732975	1.875490	0.575314	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
430000	-211.196911	25	0.946049	0.250512	3.409146	0.415865	1.965375	5.075114	1.811225	0.062169	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
431000	-208.408234	67	0.667391	0.100752	2.753521	0.434052	0.318494	1.705829	1.908962	0.232092	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
432000	-213.078995	2	0.912338	0.267761	3.356922	0.328574	6.467990	2.400957	1.150009	0.138684	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
433000	-212.412783	99	0.542321	0.463594	2.140167	0.610744	7.066410	2.855649	1.823714	0.514044	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
434000	-210.155505	54	0.653276	0.208063	3.438811	0.174934	0.094708	6.420085	1.226244	0.130024	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
435000	-207.766802	67	0.731062	0.226354	2.939938	0.527832	1.619002	3.743159	1.037367	0.481640	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
436000	-213.028922	50	0.594838	0.320287	2.566130	0.072761	6.660288	5.404967	1.362136	0.291899	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
437000	-211.316997	62	0.618249	0.339363	2.100850	0.323585	4.136126	2.417890	0.721356	0.494313	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
438000	-209.322954	67	0.509046	0.052420	2.344107	1.257476	2.281169	1.484216	0.966397	0.928719	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
439000	-207.265077	67	0.471182	0.148429	3.005476	0.393632	0.017498	7.481452	1.360164	0.432716	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
440000	-214.495164	67	0.740821	0.709450	2.195105	0.294967	11.315626	0.923551	2.155755	0.412740	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
441000	-209.639204	92	0.757938	0.069302	3.823208	0.686180	0.201958	0.857697	1.192937	0.302142	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
442000	-210.859893	54	0.483208	0.246142	2.043113	0.488273	3.032752	2.648010	1.502936	0.243983	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
443000	-210.179385	67	0.456673	0.218246	3.407564	0.483482	3.980516	6.442828	2.149795	0.428858	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
444000	-208.060240	67	0.544477	0.098833	2.161580	0.692133	1.797787	0.498819	1.459793	0.216845	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
445000	-211.786301	80	0.603536	0.315335	4.122553	0.784184	6.562679	0.674263	0.902722	0.268076	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
446000	-208.256354	57	0.664732	0.205843	3.048563	0.243614	2.581327	4.478130	1.001690	0.069157	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
447000	-209.883737	33	0.689012	0.155047	4.468399	0.138406	4.304638	1.591771	1.111701	0.078599	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
448000	-210.651652	67	0.592343	0.217291	3.084376	0.159540	9.493868	4.140225	2.557546	0.048465	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
449000	-211.675234	3	0.772912	0.088693	3.090613	1.141012	1.615030	3.466932	2.168291	0.608955	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
450000	-214.219614	69	0.462090	0.138914	2.918199	0.074563	0.793299	6.023331	0.995954	0.955241	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
451000	-211.157799	14	0.818873	0.103903	2.603125	0.763631	0.754695	1.327365	1.281667	0.199275	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
452000	-214.854011	98	0.774682	0.059826	2.582029	0.559514	0.063861	2.270078	2.157855	0.837212	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
453000	-210.625262	67	0.358345	0.232576	4.096856	0.760941	0.705042	0.879591	1.108788	0.956342	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
454000	-211.123495	3	0.343751	0.304541	3.819588	0.341396	4.310694	4.727516	1.466231	0.087570	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
455000	-208.720802	9	0.548356	0.178653	2.433618	0.196738	3.710774	5.319130	0.721111	0.021530	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
