Iteration,Lh,Tree No,No Off Parmeters,No Off Zero,Model string,Dep / InDep,q12,q13,q21,q24,q31,q34,q42,q43,"Root - P(0,0)","Root - P(0,1)","Root - P(1,0)","Root - P(1,1)","Node01 - P(0,0)","Node01 - P(0,1)","Node01 - P(1,0)","Node01 - P(1,1)"
3869000,-214.999608,88,2,1,'0 0 1 0 Z 0 0 0 ,D,0.160244,0.160244,4.676853,0.160244,0,0.160244,0.160244,0.160244,1,0,0,0,1,0,0,0
3870000,-212.587164,67,3,1,'2 0 1 2 Z 0 2 0 ,D,0.545162,0.372349,3.40644,0.545162,0,0.372349,0.545162,0.372349,1,0,0,0,1,0,0,0
3871000,-214.52872,74,2,0,'0 0 1 0 1 0 0 0 ,D,0.293056,0.293056,3.564958,0.293056,3.564958,0.293056,0.293056,0.293056,1,0,0,0,1,0,0,0
3872000,-212.750345,88,2,1,'0 0 1 0 0 1 0 Z ,D,0.397258,0.397258,2.132283,0.397258,0.397258,2.132283,0.397258,0,1,0,0,0,1,0,0,0
3873000,-215.051434,65,2,0,'0 0 1 0 0 1 0 0 ,D,0.305277,0.305277,2.473285,0.305277,0.305277,2.473285,0.305277,0.305277,1,0,0,0,1,0,0,0
3874000,-215.299226,23,2,2,'0 0 1 0 Z 1 0 Z ,D,0.311397,0.311397,1.951839,0.311397,0,1.951839,0.311397,0,1,0,0,0,1,0,0,0
3875000,-214.397342,34,2,1,'1 1 0 1 0 0 1 Z ,D,0.365139,0.365139,2.66132,0.365139,2.66132,2.66132,0.365139,0,1,0,0,0,1,0,0,0
3876000,-213.589479,9,2,0,'1 1 0 1 1 1 1 1 ,D,0.290811,0.290811,4.626397,0.290811,0.290811,0.290811,0.290811,0.290811,1,0,0,0,1,0,0,0
3877000,-209.351176,3,3,1,'2 1 0 2 2 Z 2 1 ,D,0.610553,0.24618,3.711811,0.610553,0.610553,0,0.610553,0.24618,1,0,0,0,1,0,0,0
3878000,-211.309054,3,2,1,'1 1 0 1 0 Z 1 1 ,D,0.371698,0.371698,4.456509,0.371698,4.456509,0,0.371698,0.371698,1,0,0,0,1,0,0,0
3879000,-214.798248,81,2,0,'0 0 1 0 1 0 0 0 ,D,0.472535,0.472535,3.627002,0.472535,3.627002,0.472535,0.472535,0.472535,1,0,0,0,1,0,0,0
3880000,-213.976813,88,2,2,'1 1 0 1 Z Z 1 1 ,D,0.187388,0.187388,4.301557,0.187388,0,0,0.187388,0.187388,1,0,0,0,1,0,0,0
3881000,-212.997664,21,4,0,'2 1 3 1 3 0 2 1 ,D,0.795811,0.291138,4.879192,0.291138,4.879192,2.989645,0.795811,0.291138,1,0,0,0,1,0,0,0
3882000,-213.117156,88,2,1,'0 0 1 0 0 1 0 Z ,D,0.366325,0.366325,1.643402,0.366325,0.366325,1.643402,0.366325,0,1,0,0,0,1,0,0,0
3883000,-215.747168,80,2,1,'0 0 1 0 1 1 0 Z ,D,0.438827,0.438827,3.9889,0.438827,3.9889,3.9889,0.438827,0,1,0,0,0,1,0,0,0
3884000,-215.353664,58,4,1,'2 0 1 0 1 3 2 Z ,D,0.671016,0.320407,5.375644,0.320407,5.375644,3.757728,0.671016,0,1,0,0,0,1,0,0,0
3885000,-209.825236,40,3,1,'0 2 1 2 0 1 0 Z ,D,0.586769,0.232088,1.919037,0.232088,0.586769,1.919037,0.586769,0,1,0,0,0,1,0,0,0
3886000,-213.816227,91,3,1,'0 1 2 1 0 Z 0 1 ,D,0.631871,0.168768,4.69167,0.168768,0.631871,0,0.631871,0.168768,1,0,0,0,1,0,0,0
3887000,-217.921458,69,2,0,'0 0 1 0 1 0 0 0 ,D,0.470763,0.470763,2.511766,0.470763,2.511766,0.470763,0.470763,0.470763,1,0,0,0,1,0,0,0
3888000,-207.220848,67,3,1,'1 2 0 1 Z 2 1 1 ,D,0.506167,0.120873,4.079142,0.506167,0,0.120873,0.506167,0.506167,1,0,0,0,1,0,0,0
3889000,-209.512998,92,3,0,'2 0 1 2 0 1 2 2 ,D,0.432454,0.135215,2.870881,0.432454,0.135215,2.870881,0.432454,0.432454,1,0,0,0,1,0,0,0
3890000,-213.303484,92,3,1,'0 0 1 0 2 Z 0 0 ,D,0.39238,0.39238,2.760779,0.39238,4.570075,0,0.39238,0.39238,1,0,0,0,1,0,0,0
3891000,-212.03788,67,2,1,'0 0 1 0 1 1 0 Z ,D,0.439189,0.439189,3.457168,0.439189,3.457168,3.457168,0.439189,0,1,0,0,0,1,0,0,0
3892000,-212.916116,67,2,1,'0 0 1 0 Z 1 0 0 ,D,0.379384,0.379384,2.98539,0.379384,0,2.98539,0.379384,0.379384,1,0,0,0,1,0,0,0
3893000,-207.079883,67,3,1,'2 0 1 2 Z 1 2 0 ,D,0.531658,0.146177,3.376535,0.531658,0,3.376535,0.531658,0.146177,1,0,0,0,1,0,0,0
3894000,-214.26959,9,2,1,'0 0 1 0 1 Z 0 0 ,D,0.520514,0.520514,4.70073,0.520514,4.70073,0,0.520514,0.520514,1,0,0,0,1,0,0,0
3895000,-215.55117,53,2,1,'1 1 0 1 Z 1 1 1 ,D,0.247911,0.247911,4.16852,0.247911,0,0.247911,0.247911,0.247911,1,0,0,0,1,0,0,0
3896000,-218.723114,67,2,1,'1 1 1 1 0 1 1 Z ,D,0.54408,0.54408,0.54408,0.54408,9.298788,0.54408,0.54408,0,1,0,0,0,1,0,0,0
3897000,-221.603694,82,2,1,'1 1 1 1 0 1 1 Z ,D,0.602865,0.602865,0.602865,0.602865,8.557279,0.602865,0.602865,0,1,0,0,0,1,0,0,0
3898000,-215.537348,4,2,2,'1 1 0 1 Z 0 1 Z ,D,0.297024,0.297024,3.166538,0.297024,0,3.166538,0.297024,0,1,0,0,0,1,0,0,0
3899000,-215.558311,83,2,1,'1 1 0 1 0 0 1 Z ,D,0.443523,0.443523,1.669021,0.443523,1.669021,1.669021,0.443523,0,1,0,0,0,1,0,0,0
3900000,-212.350394,88,2,1,'1 1 0 1 0 0 1 Z ,D,0.400495,0.400495,1.739933,0.400495,1.739933,1.739933,0.400495,0,1,0,0,0,1,0,0,0
3901000,-211.667053,67,2,1,'1 1 0 1 0 0 1 Z ,D,0.505816,0.505816,2.513652,0.505816,2.513652,2.513652,0.505816,0,1,0,0,0,1,0,0,0
3902000,-215.071195,78,2,1,'1 1 0 1 0 0 1 Z ,D,0.365574,0.365574,2.303228,0.365574,2.303228,2.303228,0.365574,0,1,0,0,0,1,0,0,0
3903000,-215.409983,72,2,1,'1 1 0 1 Z 0 1 1 ,D,0.376616,0.376616,2.862922,0.376616,0,2.862922,0.376616,0.376616,1,0,0,0,1,0,0,0
3904000,-212.070344,67,2,1,'1 1 0 1 1 Z 1 1 ,D,0.276268,0.276268,4.859837,0.276268,0.276268,0,0.276268,0.276268,1,0,0,0,1,0,0,0
3905000,-212.563765,67,2,0,'1 1 0 1 0 1 1 1 ,D,0.434717,0.434717,5.394081,0.434717,5.394081,0.434717,0.434717,0.434717,1,0,0,0,1,0,0,0
3906000,-213.107629,80,2,0,'1 1 0 1 0 1 1 1 ,D,0.35421,0.35421,3.708271,0.35421,3.708271,0.35421,0.35421,0.35421,1,0,0,0,1,0,0,0
3907000,-210.743339,67,2,1,'1 1 0 1 0 Z 1 1 ,D,0.374635,0.374635,3.689183,0.374635,3.689183,0,0.374635,0.374635,1,0,0,0,1,0,0,0
3908000,-214.184845,88,2,0,'0 0 1 0 0 0 0 0 ,D,0.250723,0.250723,3.303361,0.250723,0.250723,0.250723,0.250723,0.250723,1,0,0,0,1,0,0,0
3909000,-212.744084,88,2,1,'0 0 1 0 1 Z 0 0 ,D,0.308538,0.308538,5.000348,0.308538,5.000348,0,0.308538,0.308538,1,0,0,0,1,0,0,0
3910000,-211.945231,67,2,0,'1 1 0 1 0 1 1 1 ,D,0.321007,0.321007,2.922317,0.321007,2.922317,0.321007,0.321007,0.321007,1,0,0,0,1,0,0,0
3911000,-215.03647,80,2,1,'1 1 0 1 0 Z 1 1 ,D,0.518859,0.518859,3.88025,0.518859,3.88025,0,0.518859,0.518859,1,0,0,0,1,0,0,0
3912000,-211.232834,3,2,1,'0 0 1 0 1 Z 0 0 ,D,0.329579,0.329579,4.319377,0.329579,4.319377,0,0.329579,0.329579,1,0,0,0,1,0,0,0
3913000,-211.609467,67,2,1,'0 0 1 0 1 Z 0 0 ,D,0.460898,0.460898,3.711032,0.460898,3.711032,0,0.460898,0.460898,1,0,0,0,1,0,0,0
3914000,-213.896239,77,2,0,'0 0 1 0 1 0 0 0 ,D,0.446157,0.446157,4.376031,0.446157,4.376031,0.446157,0.446157,0.446157,1,0,0,0,1,0,0,0
3915000,-210.938384,67,3,1,'2 2 1 0 Z 0 0 0 ,D,0.255201,0.255201,4.233221,0.644311,0,0.644311,0.644311,0.644311,1,0,0,0,1,0,0,0
3916000,-212.871914,72,3,0,'0 0 1 0 1 2 2 0 ,D,0.331965,0.331965,3.795344,0.331965,3.795344,1.790459,1.790459,0.331965,1,0,0,0,1,0,0,0
3917000,-215.951898,43,2,0,'0 0 1 0 1 0 0 0 ,D,0.325595,0.325595,4.023944,0.325595,4.023944,0.325595,0.325595,0.325595,1,0,0,0,1,0,0,0
3918000,-217.686338,99,3,0,'0 0 2 0 1 0 0 0 ,D,0.457535,0.457535,2.660814,0.457535,22.593546,0.457535,0.457535,0.457535,1,0,0,0,1,0,0,0
3919000,-211.617683,3,2,0,'0 0 1 0 1 0 0 0 ,D,0.297003,0.297003,4.038901,0.297003,4.038901,0.297003,0.297003,0.297003,1,0,0,0,1,0,0,0
3920000,-213.754886,49,2,0,'1 1 0 1 1 1 1 1 ,D,0.271106,0.271106,3.805544,0.271106,0.271106,0.271106,0.271106,0.271106,1,0,0,0,1,0,0,0
3921000,-214.961555,23,2,0,'1 1 0 1 0 1 1 1 ,D,0.27044,0.27044,4.781164,0.27044,4.781164,0.27044,0.27044,0.27044,1,0,0,0,1,0,0,0
3922000,-215.460511,85,2,1,'1 1 0 1 0 Z 1 1 ,D,0.273354,0.273354,5.194122,0.273354,5.194122,0,0.273354,0.273354,1,0,0,0,1,0,0,0
3923000,-214.26688,46,2,1,'0 0 1 0 1 Z 0 0 ,D,0.483361,0.483361,4.073834,0.483361,4.073834,0,0.483361,0.483361,1,0,0,0,1,0,0,0
3924000,-214.507355,67,2,1,'0 0 1 0 0 Z 0 0 ,D,0.411056,0.411056,3.176005,0.411056,0.411056,0,0.411056,0.411056,1,0,0,0,1,0,0,0
3925000,-216.214544,92,3,0,'0 0 2 0 1 0 0 0 ,D,0.380176,0.380176,6.022542,0.380176,9.137513,0.380176,0.380176,0.380176,1,0,0,0,1,0,0,0
3926000,-206.944647,67,3,2,'2 0 1 2 Z Z 2 2 ,D,0.54177,0.105893,2.956577,0.54177,0,0,0.54177,0.54177,1,0,0,0,1,0,0,0
3927000,-215.981718,3,2,1,'1 1 0 1 Z 0 1 1 ,D,0.401796,0.401796,4.870294,0.401796,0,4.870294,0.401796,0.401796,1,0,0,0,1,0,0,0
3928000,-213.113976,67,2,1,'1 1 0 1 Z 1 1 1 ,D,0.364531,0.364531,3.912661,0.364531,0,0.364531,0.364531,0.364531,1,0,0,0,1,0,0,0
3929000,-215.026392,41,3,0,'2 2 1 0 1 0 0 0 ,D,0.220826,0.220826,4.713365,0.534718,4.713365,0.534718,0.534718,0.534718,1,0,0,0,1,0,0,0
3930000,-209.82641,62,3,0,'2 1 0 2 2 1 2 1 ,D,0.743973,0.151028,3.14232,0.743973,0.743973,0.151028,0.743973,0.151028,1,0,0,0,1,0,0,0
3931000,-215.430677,26,2,0,'1 1 0 1 0 1 1 1 ,D,0.30722,0.30722,3.797251,0.30722,3.797251,0.30722,0.30722,0.30722,1,0,0,0,1,0,0,0
3932000,-211.389191,67,2,0,'1 1 0 1 0 1 1 1 ,D,0.378617,0.378617,3.243442,0.378617,3.243442,0.378617,0.378617,0.378617,1,0,0,0,1,0,0,0
3933000,-211.034615,78,3,1,'2 1 0 2 2 Z 2 2 ,D,0.476136,0.148925,4.211682,0.476136,0.476136,0,0.476136,0.476136,1,0,0,0,1,0,0,0
3934000,-212.377138,33,2,1,'1 1 0 1 0 Z 1 1 ,D,0.399449,0.399449,4.02162,0.399449,4.02162,0,0.399449,0.399449,1,0,0,0,1,0,0,0
3935000,-212.607483,3,2,0,'0 0 1 0 1 0 0 0 ,D,0.461684,0.461684,3.694061,0.461684,3.694061,0.461684,0.461684,0.461684,1,0,0,0,1,0,0,0
3936000,-218.778369,78,3,1,'0 0 2 0 1 0 0 Z ,D,0.743916,0.743916,3.998522,0.743916,7.002805,0.743916,0.743916,0,1,0,0,0,1,0,0,0
3937000,-212.41179,46,3,0,'2 2 0 2 0 2 1 2 ,D,0.334438,0.334438,4.658686,0.334438,4.658686,0.334438,2.027756,0.334438,1,0,0,0,1,0,0,0
3938000,-210.826195,65,3,1,'2 1 0 2 2 Z 2 1 ,D,0.694531,0.094773,2.623385,0.694531,0.694531,0,0.694531,0.094773,1,0,0,0,1,0,0,0
3939000,-212.893479,3,2,1,'1 1 0 1 Z 1 1 1 ,D,0.230588,0.230588,3.854295,0.230588,0,0.230588,0.230588,0.230588,1,0,0,0,1,0,0,0
3940000,-216.24415,72,2,1,'1 1 0 1 0 1 1 Z ,D,0.405504,0.405504,4.329205,0.405504,4.329205,0.405504,0.405504,0,1,0,0,0,1,0,0,0
3941000,-215.10078,46,2,0,'0 0 1 0 0 0 0 0 ,D,0.341556,0.341556,5.061502,0.341556,0.341556,0.341556,0.341556,0.341556,1,0,0,0,1,0,0,0
3942000,-213.627902,3,2,1,'1 1 0 1 1 Z 1 1 ,D,0.252264,0.252264,3.26791,0.252264,0.252264,0,0.252264,0.252264,1,0,0,0,1,0,0,0
3943000,-212.903158,67,2,0,'1 1 0 1 1 0 1 1 ,D,0.31699,0.31699,3.755603,0.31699,0.31699,3.755603,0.31699,0.31699,1,0,0,0,1,0,0,0
3944000,-211.625411,67,2,1,'0 0 1 0 0 1 0 Z ,D,0.321267,0.321267,1.90713,0.321267,0.321267,1.90713,0.321267,0,1,0,0,0,1,0,0,0
3945000,-208.402302,33,3,2,'1 2 0 1 Z 0 1 Z ,D,0.50089,0.194432,2.926545,0.50089,0,2.926545,0.50089,0,1,0,0,0,1,0,0,0
3946000,-208.644376,92,3,0,'2 1 0 2 1 0 2 1 ,D,0.692877,0.128692,3.144777,0.692877,0.128692,3.144777,0.692877,0.128692,1,0,0,0,1,0,0,0
3947000,-214.584241,100,2,1,'1 1 0 1 1 0 1 Z ,D,0.313245,0.313245,2.075289,0.313245,0.313245,2.075289,0.313245,0,1,0,0,0,1,0,0,0
3948000,-211.201884,48,3,0,'1 0 2 1 2 1 1 1 ,D,0.464098,0.144223,2.117155,0.464098,2.117155,0.464098,0.464098,0.464098,1,0,0,0,1,0,0,0
3949000,-214.372907,33,2,0,'0 0 1 0 1 1 0 0 ,D,0.292906,0.292906,2.78049,0.292906,2.78049,2.78049,0.292906,0.292906,1,0,0,0,1,0,0,0
3950000,-211.039577,67,3,0,'0 0 2 0 1 0 0 0 ,D,0.396885,0.396885,3.746199,0.396885,9.243932,0.396885,0.396885,0.396885,1,0,0,0,1,0,0,0
3951000,-216.666656,14,2,2,'1 1 0 1 Z Z 1 1 ,D,0.367628,0.367628,4.175919,0.367628,0,0,0.367628,0.367628,1,0,0,0,1,0,0,0
3952000,-208.697025,67,3,1,'2 1 0 2 Z 0 2 2 ,D,0.794137,0.089805,2.344057,0.794137,0,2.344057,0.794137,0.794137,1,0,0,0,1,0,0,0
3953000,-214.334166,65,2,1,'1 1 0 1 Z 1 1 1 ,D,0.229348,0.229348,4.333304,0.229348,0,0.229348,0.229348,0.229348,1,0,0,0,1,0,0,0
3954000,-212.320138,64,3,0,'1 2 0 1 1 2 1 1 ,D,0.797192,0.179614,3.632395,0.797192,0.797192,0.179614,0.797192,0.797192,1,0,0,0,1,0,0,0
3955000,-210.48856,100,3,1,'1 2 0 1 Z 0 1 2 ,D,0.772451,0.160295,2.700402,0.772451,0,2.700402,0.772451,0.160295,1,0,0,0,1,0,0,0
3956000,-212.33456,67,2,1,'1 1 0 1 1 Z 1 1 ,D,0.330509,0.330509,4.698309,0.330509,0.330509,0,0.330509,0.330509,1,0,0,0,1,0,0,0
3957000,-214.93504,3,3,1,'0 0 1 0 Z 2 0 0 ,D,0.328459,0.328459,5.695145,0.328459,0,1.051431,0.328459,0.328459,1,0,0,0,1,0,0,0
3958000,-220.091829,16,2,1,'1 1 0 1 1 Z 1 1 ,D,0.484427,0.484427,4.307178,0.484427,0.484427,0,0.484427,0.484427,1,0,0,0,1,0,0,0
3959000,-211.461615,46,3,0,'1 2 0 1 2 1 1 2 ,D,0.701933,0.225378,5.112573,0.701933,0.225378,0.701933,0.701933,0.225378,1,0,0,0,1,0,0,0
3960000,-217.337614,38,2,2,'1 1 0 1 Z Z 1 1 ,D,0.264584,0.264584,5.053861,0.264584,0,0,0.264584,0.264584,1,0,0,0,1,0,0,0
3961000,-212.658012,92,2,0,'0 0 1 0 1 0 0 0 ,D,0.291247,0.291247,4.457943,0.291247,4.457943,0.291247,0.291247,0.291247,1,0,0,0,1,0,0,0
3962000,-214.445978,80,2,0,'0 0 1 0 1 0 0 0 ,D,0.221989,0.221989,4.387928,0.221989,4.387928,0.221989,0.221989,0.221989,1,0,0,0,1,0,0,0
3963000,-211.897167,67,2,1,'0 0 1 0 1 1 0 Z ,D,0.496293,0.496293,3.076274,0.496293,3.076274,3.076274,0.496293,0,1,0,0,0,1,0,0,0
3964000,-216.453091,62,3,1,'0 0 1 0 0 2 0 Z ,D,0.355798,0.355798,3.444474,0.355798,0.355798,7.942281,0.355798,0,1,0,0,0,1,0,0,0
3965000,-207.285092,92,3,1,'0 2 1 2 2 1 0 Z ,D,0.659222,0.224684,2.733732,0.224684,0.224684,2.733732,0.659222,0,1,0,0,0,1,0,0,0
3966000,-209.028641,3,3,0,'0 2 1 0 1 1 0 2 ,D,0.786237,0.166441,2.471057,0.786237,2.471057,2.471057,0.786237,0.166441,1,0,0,0,1,0,0,0
3967000,-211.273953,3,2,1,'0 0 1 0 1 Z 0 0 ,D,0.318919,0.318919,4.323253,0.318919,4.323253,0,0.318919,0.318919,1,0,0,0,1,0,0,0
3968000,-213.527478,33,2,2,'1 1 0 1 Z Z 1 1 ,D,0.244618,0.244618,4.519154,0.244618,0,0,0.244618,0.244618,1,0,0,0,1,0,0,0
3969000,-215.300506,64,2,0,'1 1 0 1 1 1 1 1 ,D,0.218711,0.218711,4.708783,0.218711,0.218711,0.218711,0.218711,0.218711,1,0,0,0,1,0,0,0
3970000,-211.243979,67,2,0,'1 1 0 1 0 1 1 1 ,D,0.423137,0.423137,3.899078,0.423137,3.899078,0.423137,0.423137,0.423137,1,0,0,0,1,0,0,0
3971000,-214.545475,87,2,0,'1 1 0 1 0 1 1 1 ,D,0.396112,0.396112,3.547144,0.396112,3.547144,0.396112,0.396112,0.396112,1,0,0,0,1,0,0,0
3972000,-213.655969,67,2,0,'0 0 1 0 1 0 0 0 ,D,0.503681,0.503681,2.743379,0.503681,2.743379,0.503681,0.503681,0.503681,1,0,0,0,1,0,0,0
3973000,-214.495274,40,2,1,'0 0 1 0 1 Z 0 0 ,D,0.335261,0.335261,5.13291,0.335261,5.13291,0,0.335261,0.335261,1,0,0,0,1,0,0,0
3974000,-210.888394,67,3,1,'0 0 1 0 2 1 0 Z ,D,0.450951,0.450951,2.798969,0.450951,3.883679,2.798969,0.450951,0,1,0,0,0,1,0,0,0
3975000,-213.840569,99,2,1,'0 0 1 0 1 1 0 Z ,D,0.397545,0.397545,1.946143,0.397545,1.946143,1.946143,0.397545,0,1,0,0,0,1,0,0,0
3976000,-215.617659,78,2,1,'0 0 1 0 0 1 0 Z ,D,0.359958,0.359958,2.586949,0.359958,0.359958,2.586949,0.359958,0,1,0,0,0,1,0,0,0
3977000,-216.784797,77,2,1,'0 0 1 0 Z 1 0 0 ,D,0.16307,0.16307,4.184811,0.16307,0,4.184811,0.16307,0.16307,1,0,0,0,1,0,0,0
3978000,-213.519741,9,2,1,'0 0 1 0 1 1 0 Z ,D,0.287579,0.287579,2.140489,0.287579,2.140489,2.140489,0.287579,0,1,0,0,0,1,0,0,0
3979000,-216.592985,92,2,1,'0 0 1 0 Z 1 0 0 ,D,0.390204,0.390204,4.874428,0.390204,0,4.874428,0.390204,0.390204,1,0,0,0,1,0,0,0
3980000,-214.973018,69,3,1,'2 2 0 1 0 0 1 Z ,D,0.263269,0.263269,2.050076,0.724486,2.050076,2.050076,0.724486,0,1,0,0,0,1,0,0,0
3981000,-209.083179,49,3,1,'1 2 0 2 1 0 1 Z ,D,0.689123,0.202705,4.331897,0.202705,0.689123,4.331897,0.689123,0,1,0,0,0,1,0,0,0
3982000,-211.132887,67,2,0,'1 1 0 1 0 1 1 1 ,D,0.354105,0.354105,4.798267,0.354105,4.798267,0.354105,0.354105,0.354105,1,0,0,0,1,0,0,0
3983000,-215.335982,67,2,1,'0 0 1 0 0 0 0 Z ,D,0.3772,0.3772,3.870451,0.3772,0.3772,0.3772,0.3772,0,1,0,0,0,1,0,0,0
3984000,-210.872536,67,2,1,'0 0 1 0 1 Z 0 0 ,D,0.323396,0.323396,3.578073,0.323396,3.578073,0,0.323396,0.323396,1,0,0,0,1,0,0,0
3985000,-210.852324,67,2,0,'0 0 1 0 1 0 0 0 ,D,0.316337,0.316337,3.961795,0.316337,3.961795,0.316337,0.316337,0.316337,1,0,0,0,1,0,0,0
3986000,-208.112665,67,3,0,'0 2 1 0 0 1 0 0 ,D,0.733469,0.092789,2.663058,0.733469,0.733469,2.663058,0.733469,0.733469,1,0,0,0,1,0,0,0
3987000,-213.761854,3,2,1,'0 0 1 0 0 1 0 Z ,D,0.432487,0.432487,3.411573,0.432487,0.432487,3.411573,0.432487,0,1,0,0,0,1,0,0,0
3988000,-211.87508,67,2,0,'0 0 1 0 1 0 0 0 ,D,0.466839,0.466839,4.48394,0.466839,4.48394,0.466839,0.466839,0.466839,1,0,0,0,1,0,0,0
3989000,-212.936904,3,2,1,'0 0 1 0 Z 0 0 0 ,D,0.307949,0.307949,4.768717,0.307949,0,0.307949,0.307949,0.307949,1,0,0,0,1,0,0,0
3990000,-211.813625,85,3,1,'2 0 1 2 2 Z 2 2 ,D,0.485714,0.046028,3.690516,0.485714,0.485714,0,0.485714,0.485714,1,0,0,0,1,0,0,0
3991000,-212.406812,67,2,1,'1 1 0 1 Z 1 1 1 ,D,0.274154,0.274154,5.059839,0.274154,0,0.274154,0.274154,0.274154,1,0,0,0,1,0,0,0
3992000,-215.03506,64,2,0,'1 1 0 1 1 1 1 1 ,D,0.277803,0.277803,4.88508,0.277803,0.277803,0.277803,0.277803,0.277803,1,0,0,0,1,0,0,0
3993000,-214.031565,62,2,0,'1 1 0 1 0 1 1 1 ,D,0.449787,0.449787,4.799239,0.449787,4.799239,0.449787,0.449787,0.449787,1,0,0,0,1,0,0,0
3994000,-212.958312,67,2,0,'0 0 1 0 1 0 0 0 ,D,0.22522,0.22522,3.49809,0.22522,3.49809,0.22522,0.22522,0.22522,1,0,0,0,1,0,0,0
3995000,-208.976525,88,3,0,'0 2 1 0 2 0 0 0 ,D,0.43992,0.094533,3.504429,0.43992,0.094533,0.43992,0.43992,0.43992,1,0,0,0,1,0,0,0
3996000,-215.290693,10,2,0,'0 0 1 0 1 0 0 0 ,D,0.318744,0.318744,4.655263,0.318744,4.655263,0.318744,0.318744,0.318744,1,0,0,0,1,0,0,0
3997000,-215.235337,62,2,0,'1 1 0 1 1 1 1 1 ,D,0.352112,0.352112,3.55529,0.352112,0.352112,0.352112,0.352112,0.352112,1,0,0,0,1,0,0,0
3998000,-215.422543,65,2,0,'1 1 0 1 0 1 1 1 ,D,0.48376,0.48376,3.132722,0.48376,3.132722,0.48376,0.48376,0.48376,1,0,0,0,1,0,0,0
3999000,-215.18163,85,2,1,'1 1 0 1 1 Z 1 1 ,D,0.270762,0.270762,4.140475,0.270762,0.270762,0,0.270762,0.270762,1,0,0,0,1,0,0,0
4000000,-216.475381,91,2,1,'0 0 1 0 0 1 0 Z ,D,0.419331,0.419331,3.266037,0.419331,0.419331,3.266037,0.419331,0,1,0,0,0,1,0,0,0
4001000,-208.28145,67,3,0,'2 1 0 1 1 0 2 1 ,D,0.833478,0.124258,4.108165,0.124258,0.124258,4.108165,0.833478,0.124258,1,0,0,0,1,0,0,0
4002000,-208.753279,67,3,0,'2 1 0 2 1 0 2 1 ,D,0.658582,0.067859,2.178478,0.658582,0.067859,2.178478,0.658582,0.067859,1,0,0,0,1,0,0,0
4003000,-210.233622,9,3,0,'2 1 0 2 2 2 2 1 ,D,0.703959,0.248431,2.954643,0.703959,0.703959,0.703959,0.703959,0.248431,1,0,0,0,1,0,0,0
4004000,-213.105129,33,2,0,'0 0 1 0 1 0 0 0 ,D,0.428853,0.428853,3.70397,0.428853,3.70397,0.428853,0.428853,0.428853,1,0,0,0,1,0,0,0
4005000,-207.020934,67,3,1,'0 2 1 0 Z 0 0 2 ,D,0.640903,0.11204,2.956396,0.640903,0,0.640903,0.640903,0.11204,1,0,0,0,1,0,0,0
4006000,-212.769412,46,3,0,'0 0 1 0 2 2 2 0 ,D,0.304706,0.304706,4.052294,0.304706,2.065325,2.065325,2.065325,0.304706,1,0,0,0,1,0,0,0
4007000,-214.446865,81,2,0,'0 0 1 0 1 1 1 0 ,D,0.206762,0.206762,2.28691,0.206762,2.28691,2.28691,2.28691,0.206762,1,0,0,0,1,0,0,0
4008000,-211.742791,72,3,1,'0 0 1 0 2 2 1 Z ,D,0.290065,0.290065,1.416666,0.290065,1.981728,1.981728,1.416666,0,1,0,0,0,1,0,0,0
4009000,-209.216595,67,2,1,'0 0 1 0 1 1 1 Z ,D,0.292914,0.292914,2.211416,0.292914,2.211416,2.211416,2.211416,0,1,0,0,0,1,0,0,0
4010000,-214.516472,23,2,1,'0 0 1 0 1 1 1 Z ,D,0.230536,0.230536,2.892341,0.230536,2.892341,2.892341,2.892341,0,1,0,0,0,1,0,0,0
4011000,-212.19278,80,2,1,'0 0 1 0 1 1 1 Z ,D,0.294602,0.294602,1.941398,0.294602,1.941398,1.941398,1.941398,0,1,0,0,0,1,0,0,0
4012000,-213.178698,21,2,1,'0 0 1 0 1 1 1 Z ,D,0.370719,0.370719,1.720485,0.370719,1.720485,1.720485,1.720485,0,1,0,0,0,1,0,0,0
4013000,-213.940916,9,2,1,'0 0 1 0 0 1 0 Z ,D,0.303465,0.303465,1.681752,0.303465,0.303465,1.681752,0.303465,0,1,0,0,0,1,0,0,0
4014000,-215.241794,72,2,2,'0 0 1 0 Z 1 0 Z ,D,0.305961,0.305961,4.395624,0.305961,0,4.395624,0.305961,0,1,0,0,0,1,0,0,0
4015000,-215.288931,23,2,1,'0 0 1 0 1 1 0 Z ,D,0.373307,0.373307,3.321569,0.373307,3.321569,3.321569,0.373307,0,1,0,0,0,1,0,0,0
4016000,-212.640065,3,2,0,'1 1 0 1 0 1 1 1 ,D,0.270278,0.270278,3.293046,0.270278,3.293046,0.270278,0.270278,0.270278,1,0,0,0,1,0,0,0
4017000,-216.905759,85,4,0,'0 0 2 0 1 3 0 0 ,D,0.33964,0.33964,1.771359,0.33964,6.77128,4.037771,0.33964,0.33964,1,0,0,0,1,0,0,0
4018000,-211.718102,67,2,2,'0 0 1 0 Z 1 0 Z ,D,0.403157,0.403157,2.555002,0.403157,0,2.555002,0.403157,0,1,0,0,0,1,0,0,0
4019000,-224.004046,88,2,1,'0 0 0 0 1 1 0 Z ,D,0.584048,0.584048,0.584048,0.584048,7.637284,7.637284,0.584048,0,1,0,0,0,1,0,0,0
