Iteration,Lh,Tree No,No Off Parmeters,No Off Zero,Model string,Dep / InDep,q12,q13,q21,q24,q31,q34,q42,q43,"Root - P(0,0)","Root - P(0,1)","Root - P(1,0)","Root - P(1,1)","Node01 - P(0,0)","Node01 - P(0,1)","Node01 - P(1,0)","Node01 - P(1,1)"
4020000,-214.783847,80,2,0,'0 0 1 0 1 0 0 0 ,D,0.465319,0.465319,3.173286,0.465319,3.173286,0.465319,0.465319,0.465319,1,0,0,0,1,0,0,0
4021000,-213.019211,66,3,1,'2 0 1 2 1 Z 2 0 ,D,0.7152,0.196333,2.614238,0.7152,2.614238,0,0.7152,0.196333,1,0,0,0,1,0,0,0
4022000,-210.388407,88,3,1,'1 2 0 1 1 Z 1 2 ,D,0.702674,0.213752,4.527825,0.702674,0.702674,0,0.702674,0.213752,1,0,0,0,1,0,0,0
4023000,-212.009209,3,3,1,'1 1 2 1 0 Z 1 1 ,D,0.43765,0.43765,3.182023,0.43765,11.856638,0,0.43765,0.43765,1,0,0,0,1,0,0,0
4024000,-212.368263,88,2,0,'1 1 0 1 0 1 1 1 ,D,0.379403,0.379403,4.101599,0.379403,4.101599,0.379403,0.379403,0.379403,1,0,0,0,1,0,0,0
4025000,-212.524739,67,2,0,'1 1 0 1 1 1 1 1 ,D,0.291274,0.291274,3.385168,0.291274,0.291274,0.291274,0.291274,0.291274,1,0,0,0,1,0,0,0
4026000,-215.374536,33,2,0,'1 1 0 1 1 0 1 1 ,D,0.408943,0.408943,3.58369,0.408943,0.408943,3.58369,0.408943,0.408943,1,0,0,0,1,0,0,0
4027000,-215.246016,67,2,3,'1 Z 0 1 Z Z 1 1 ,D,1.071019,0,3.690277,1.071019,0,0,1.071019,1.071019,1,0,0,0,1,0,0,0
4028000,-216.848322,25,2,2,'0 Z 1 0 0 Z 0 0 ,D,0.921396,0,5.184774,0.921396,0.921396,0,0.921396,0.921396,1,0,0,0,1,0,0,0
4029000,-216.123683,99,2,3,'0 Z 1 0 Z Z 0 0 ,D,1.000264,0,3.443655,1.000264,0,0,1.000264,1.000264,1,0,0,0,1,0,0,0
4030000,-213.365524,67,3,1,'1 Z 2 0 0 0 0 0 ,D,0.626668,0,2.691464,1.175466,1.175466,1.175466,1.175466,1.175466,1,0,0,0,1,0,0,0
4031000,-218.073674,46,2,3,'1 Z 0 1 Z Z 1 1 ,D,1.08412,0,5.348427,1.08412,0,0,1.08412,1.08412,1,0,0,0,1,0,0,0
4032000,-214.725632,67,2,1,'1 Z 0 1 1 1 1 1 ,D,0.713509,0,3.750333,0.713509,0.713509,0.713509,0.713509,0.713509,1,0,0,0,1,0,0,0
4033000,-217.807355,32,2,1,'1 Z 0 1 1 1 1 1 ,D,0.808801,0,4.601302,0.808801,0.808801,0.808801,0.808801,0.808801,1,0,0,0,1,0,0,0
4034000,-218.091466,24,2,2,'1 Z 0 1 1 Z 1 1 ,D,0.777521,0,5.089294,0.777521,0.777521,0,0.777521,0.777521,1,0,0,0,1,0,0,0
4035000,-218.786999,48,2,1,'1 Z 0 0 1 1 1 0 ,D,0.795943,0,1.628673,1.628673,0.795943,0.795943,0.795943,1.628673,1,0,0,0,1,0,0,0
4036000,-214.696084,67,2,1,'1 Z 0 1 1 1 1 1 ,D,0.674108,0,4.404263,0.674108,0.674108,0.674108,0.674108,0.674108,1,0,0,0,1,0,0,0
4037000,-215.453301,67,2,2,'1 Z 0 1 Z 0 1 1 ,D,0.844261,0,3.132236,0.844261,0,3.132236,0.844261,0.844261,1,0,0,0,1,0,0,0
4038000,-219.290306,53,2,1,'0 Z 1 0 0 1 0 0 ,D,0.831717,0,3.683139,0.831717,0.831717,3.683139,0.831717,0.831717,1,0,0,0,1,0,0,0
4039000,-218.632932,87,2,2,'0 Z 1 0 0 Z 0 0 ,D,0.525267,0,4.661872,0.525267,0.525267,0,0.525267,0.525267,1,0,0,0,1,0,0,0
4040000,-216.498084,3,2,1,'0 Z 1 0 0 0 0 0 ,D,0.869476,0,5.803747,0.869476,0.869476,0.869476,0.869476,0.869476,1,0,0,0,1,0,0,0
4041000,-218.473098,62,2,1,'1 Z 0 0 1 0 1 0 ,D,0.682435,0,1.283499,1.283499,0.682435,1.283499,0.682435,1.283499,1,0,0,0,1,0,0,0
4042000,-219.634465,82,2,3,'0 Z 1 1 Z Z 0 0 ,D,0.877186,0,2.306046,2.306046,0,0,0.877186,0.877186,1,0,0,0,1,0,0,0
4043000,-218.232389,67,2,2,'0 Z 1 0 Z 0 0 0 ,D,0.818181,0,6.803957,0.818181,0,0.818181,0.818181,0.818181,1,0,0,0,1,0,0,0
4044000,-218.076308,23,2,2,'0 Z 1 0 Z 0 0 0 ,D,0.711364,0,4.768384,0.711364,0,0.711364,0.711364,0.711364,1,0,0,0,1,0,0,0
4045000,-217.867223,92,2,1,'0 Z 1 0 1 0 0 0 ,D,0.971107,0,2.912827,0.971107,2.912827,0.971107,0.971107,0.971107,1,0,0,0,1,0,0,0
4046000,-218.670449,49,2,1,'0 Z 1 0 0 0 0 0 ,D,1.202994,0,4.525632,1.202994,1.202994,1.202994,1.202994,1.202994,1,0,0,0,1,0,0,0
4047000,-216.686597,72,3,2,'0 Z 1 0 Z 2 2 2 ,D,0.616865,0,4.167509,0.616865,0,0.770188,0.770188,0.770188,1,0,0,0,1,0,0,0
4048000,-218.03042,53,2,2,'1 Z 0 1 Z 1 1 1 ,D,0.930215,0,3.714872,0.930215,0,0.930215,0.930215,0.930215,1,0,0,0,1,0,0,0
4049000,-215.912623,52,2,0,'1 1 0 1 0 1 1 1 ,D,0.505008,0.505008,4.557768,0.505008,4.557768,0.505008,0.505008,0.505008,1,0,0,0,1,0,0,0
4050000,-213.097833,65,2,1,'0 0 1 0 1 Z 0 0 ,D,0.390979,0.390979,4.300539,0.390979,4.300539,0,0.390979,0.390979,1,0,0,0,1,0,0,0
4051000,-214.780324,52,2,0,'0 0 1 0 1 0 0 0 ,D,0.290235,0.290235,4.817217,0.290235,4.817217,0.290235,0.290235,0.290235,1,0,0,0,1,0,0,0
4052000,-212.124235,67,2,0,'1 1 0 1 1 1 1 1 ,D,0.330255,0.330255,4.117597,0.330255,0.330255,0.330255,0.330255,0.330255,1,0,0,0,1,0,0,0
4053000,-210.815214,67,2,1,'0 0 1 0 1 1 0 Z ,D,0.341056,0.341056,2.16345,0.341056,2.16345,2.16345,0.341056,0,1,0,0,0,1,0,0,0
4054000,-210.744172,67,3,1,'0 0 2 0 1 Z 0 0 ,D,0.389128,0.389128,3.570708,0.389128,9.163359,0,0.389128,0.389128,1,0,0,0,1,0,0,0
4055000,-213.343943,67,2,1,'0 0 1 0 Z 1 0 0 ,D,0.386094,0.386094,3.389086,0.386094,0,3.389086,0.386094,0.386094,1,0,0,0,1,0,0,0
4056000,-215.081385,67,3,0,'1 1 0 1 1 2 1 1 ,D,0.365499,0.365499,4.127912,0.365499,0.365499,7.176242,0.365499,0.365499,1,0,0,0,1,0,0,0
4057000,-213.23398,67,3,0,'1 1 0 1 2 1 1 1 ,D,0.600086,0.600086,3.21019,0.600086,5.591771,0.600086,0.600086,0.600086,1,0,0,0,1,0,0,0
4058000,-214.319775,3,3,1,'2 1 0 1 Z 0 2 1 ,D,0.675328,0.313804,6.175984,0.313804,0,6.175984,0.675328,0.313804,1,0,0,0,1,0,0,0
4059000,-212.766796,17,3,1,'2 1 0 2 2 Z 2 2 ,D,0.74166,0.06201,3.465853,0.74166,0.74166,0,0.74166,0.74166,1,0,0,0,1,0,0,0
4060000,-213.25091,3,2,1,'1 1 0 1 Z 1 1 1 ,D,0.31559,0.31559,3.637465,0.31559,0,0.31559,0.31559,0.31559,1,0,0,0,1,0,0,0
4061000,-215.998828,57,2,1,'0 0 1 0 1 0 0 Z ,D,0.465049,0.465049,2.825586,0.465049,2.825586,0.465049,0.465049,0,1,0,0,0,1,0,0,0
4062000,-212.495257,61,3,0,'2 0 1 2 2 2 2 0 ,D,0.769424,0.131894,5.766426,0.769424,0.769424,0.769424,0.769424,0.131894,1,0,0,0,1,0,0,0
4063000,-209.380912,67,2,1,'1 1 0 1 0 0 0 Z ,D,0.324594,0.324594,2.568807,0.324594,2.568807,2.568807,2.568807,0,1,0,0,0,1,0,0,0
4064000,-217.971919,89,2,1,'1 1 0 1 0 0 0 Z ,D,0.175232,0.175232,2.778087,0.175232,2.778087,2.778087,2.778087,0,1,0,0,0,1,0,0,0
4065000,-211.195638,3,2,1,'1 1 0 1 0 0 0 Z ,D,0.285611,0.285611,1.689201,0.285611,1.689201,1.689201,1.689201,0,1,0,0,0,1,0,0,0
4066000,-212.668642,21,2,1,'1 1 0 1 0 0 0 Z ,D,0.340399,0.340399,1.855982,0.340399,1.855982,1.855982,1.855982,0,1,0,0,0,1,0,0,0
4067000,-215.950045,97,3,1,'0 0 1 0 1 2 0 Z ,D,0.533097,0.533097,2.350432,0.533097,2.350432,3.662279,0.533097,0,1,0,0,0,1,0,0,0
4068000,-211.368105,67,3,2,'0 0 2 0 Z 1 0 Z ,D,0.399946,0.399946,1.673723,0.399946,0,4.319564,0.399946,0,1,0,0,0,1,0,0,0
4069000,-213.8265,3,2,2,'0 0 1 0 Z 1 0 Z ,D,0.307774,0.307774,4.799173,0.307774,0,4.799173,0.307774,0,1,0,0,0,1,0,0,0
4070000,-213.857562,48,2,1,'1 1 0 1 0 0 1 Z ,D,0.46858,0.46858,2.694393,0.46858,2.694393,2.694393,0.46858,0,1,0,0,0,1,0,0,0
4071000,-213.765033,88,2,1,'0 0 1 0 1 Z 0 0 ,D,0.352408,0.352408,5.52385,0.352408,5.52385,0,0.352408,0.352408,1,0,0,0,1,0,0,0
4072000,-212.770667,3,2,0,'0 0 1 0 1 1 0 0 ,D,0.337271,0.337271,2.680389,0.337271,2.680389,2.680389,0.337271,0.337271,1,0,0,0,1,0,0,0
4073000,-214.479591,33,2,0,'0 0 1 0 0 1 0 0 ,D,0.278,0.278,4.185496,0.278,0.278,4.185496,0.278,0.278,1,0,0,0,1,0,0,0
4074000,-214.047805,3,2,1,'1 1 0 1 0 0 1 Z ,D,0.419914,0.419914,4.004095,0.419914,4.004095,4.004095,0.419914,0,1,0,0,0,1,0,0,0
4075000,-212.746503,67,2,0,'1 1 0 1 1 0 1 1 ,D,0.303582,0.303582,3.360461,0.303582,0.303582,3.360461,0.303582,0.303582,1,0,0,0,1,0,0,0
4076000,-213.211184,67,3,1,'1 1 0 1 Z 2 1 1 ,D,0.36915,0.36915,3.478788,0.36915,0,2.047981,0.36915,0.36915,1,0,0,0,1,0,0,0
4077000,-211.870824,40,3,0,'1 2 0 1 2 0 1 2 ,D,0.656596,0.277874,2.184851,0.656596,0.277874,2.184851,0.656596,0.277874,1,0,0,0,1,0,0,0
4078000,-212.689584,77,3,2,'2 2 1 2 Z 1 0 Z ,D,0.291348,0.291348,2.900903,0.291348,0,2.900903,0.567699,0,1,0,0,0,1,0,0,0
4079000,-213.887903,88,2,0,'0 0 1 0 0 0 0 0 ,D,0.333295,0.333295,4.771012,0.333295,0.333295,0.333295,0.333295,0.333295,1,0,0,0,1,0,0,0
4080000,-211.105575,67,2,0,'0 0 1 0 1 0 0 0 ,D,0.29026,0.29026,3.897766,0.29026,3.897766,0.29026,0.29026,0.29026,1,0,0,0,1,0,0,0
4081000,-212.256768,67,3,1,'1 1 0 1 2 Z 1 1 ,D,0.428099,0.428099,4.839103,0.428099,12.80126,0,0.428099,0.428099,1,0,0,0,1,0,0,0
4082000,-209.637808,33,3,0,'2 0 1 2 2 2 2 2 ,D,0.747677,0.118856,3.613095,0.747677,0.747677,0.747677,0.747677,0.747677,1,0,0,0,1,0,0,0
4083000,-214.1645,28,3,1,'2 0 1 2 Z 0 2 2 ,D,0.76478,0.109547,3.075917,0.76478,0,0.109547,0.76478,0.76478,1,0,0,0,1,0,0,0
4084000,-213.902742,77,2,1,'0 0 1 0 0 1 0 Z ,D,0.349863,0.349863,2.645648,0.349863,0.349863,2.645648,0.349863,0,1,0,0,0,1,0,0,0
4085000,-210.903737,67,2,0,'0 0 1 0 1 0 0 0 ,D,0.34408,0.34408,4.567688,0.34408,4.567688,0.34408,0.34408,0.34408,1,0,0,0,1,0,0,0
4086000,-213.140276,88,3,1,'0 0 1 0 2 Z 0 0 ,D,0.51904,0.51904,4.009991,0.51904,13.486522,0,0.51904,0.51904,1,0,0,0,1,0,0,0
4087000,-213.558481,65,2,0,'0 0 1 0 1 0 0 0 ,D,0.36095,0.36095,4.854011,0.36095,4.854011,0.36095,0.36095,0.36095,1,0,0,0,1,0,0,0
4088000,-216.309757,7,3,1,'0 0 1 0 2 Z 0 0 ,D,0.481581,0.481581,3.782046,0.481581,5.862442,0,0.481581,0.481581,1,0,0,0,1,0,0,0
4089000,-209.803322,67,3,0,'0 2 1 0 1 2 0 2 ,D,0.355527,0.220051,4.503432,0.355527,4.503432,0.220051,0.355527,0.220051,1,0,0,0,1,0,0,0
4090000,-211.092085,67,2,0,'0 0 1 0 1 0 0 0 ,D,0.374924,0.374924,3.507348,0.374924,3.507348,0.374924,0.374924,0.374924,1,0,0,0,1,0,0,0
4091000,-211.129064,67,2,0,'1 1 0 1 0 1 1 1 ,D,0.295043,0.295043,3.766257,0.295043,3.766257,0.295043,0.295043,0.295043,1,0,0,0,1,0,0,0
4092000,-215.216272,46,3,1,'1 1 2 1 2 0 1 Z ,D,0.547098,0.547098,3.667935,0.547098,3.667935,2.109826,0.547098,0,1,0,0,0,1,0,0,0
4093000,-211.812149,81,3,0,'2 1 0 1 2 0 2 2 ,D,0.733343,0.237443,3.30268,0.237443,0.733343,3.30268,0.733343,0.733343,1,0,0,0,1,0,0,0
4094000,-212.038785,67,2,0,'0 0 1 0 0 0 0 0 ,D,0.298095,0.298095,4.827359,0.298095,0.298095,0.298095,0.298095,0.298095,1,0,0,0,1,0,0,0
4095000,-214.017399,80,2,0,'1 1 0 1 1 1 1 1 ,D,0.265131,0.265131,3.870765,0.265131,0.265131,0.265131,0.265131,0.265131,1,0,0,0,1,0,0,0
4096000,-213.297239,62,2,0,'1 1 0 1 0 1 1 1 ,D,0.335382,0.335382,4.737903,0.335382,4.737903,0.335382,0.335382,0.335382,1,0,0,0,1,0,0,0
4097000,-214.376526,62,2,1,'0 0 1 0 1 Z 0 0 ,D,0.324458,0.324458,2.974901,0.324458,2.974901,0,0.324458,0.324458,1,0,0,0,1,0,0,0
4098000,-216.011557,25,2,1,'1 1 0 1 1 Z 1 1 ,D,0.198531,0.198531,3.611954,0.198531,0.198531,0,0.198531,0.198531,1,0,0,0,1,0,0,0
4099000,-211.633829,67,2,0,'1 1 0 1 0 1 1 1 ,D,0.324756,0.324756,3.092842,0.324756,3.092842,0.324756,0.324756,0.324756,1,0,0,0,1,0,0,0
4100000,-210.554421,67,2,1,'0 0 1 0 1 Z 0 0 ,D,0.365906,0.365906,4.312171,0.365906,4.312171,0,0.365906,0.365906,1,0,0,0,1,0,0,0
4101000,-212.751249,92,2,1,'0 0 1 0 1 Z 0 0 ,D,0.417645,0.417645,4.682809,0.417645,4.682809,0,0.417645,0.417645,1,0,0,0,1,0,0,0
4102000,-212.530595,3,2,1,'0 0 1 0 1 Z 0 0 ,D,0.487628,0.487628,4.142391,0.487628,4.142391,0,0.487628,0.487628,1,0,0,0,1,0,0,0
4103000,-213.819622,33,2,0,'1 1 0 1 1 1 1 1 ,D,0.211296,0.211296,4.594662,0.211296,0.211296,0.211296,0.211296,0.211296,1,0,0,0,1,0,0,0
4104000,-213.992218,81,3,1,'0 2 1 0 Z 0 0 2 ,D,0.793572,0.191926,6.456778,0.793572,0,0.793572,0.793572,0.191926,1,0,0,0,1,0,0,0
4105000,-210.814158,85,3,1,'0 2 1 0 Z 0 0 0 ,D,0.645603,0.115653,2.382147,0.645603,0,0.645603,0.645603,0.645603,1,0,0,0,1,0,0,0
4106000,-218.328997,3,2,2,'0 0 1 0 0 Z 0 Z ,D,0.337356,0.337356,4.009475,0.337356,0.337356,0,0.337356,0,1,0,0,0,1,0,0,0
4107000,-214.701483,72,2,1,'0 0 1 0 0 Z 0 0 ,D,0.226253,0.226253,4.648925,0.226253,0.226253,0,0.226253,0.226253,1,0,0,0,1,0,0,0
4108000,-213.780975,21,2,0,'1 1 0 1 0 1 1 1 ,D,0.350137,0.350137,3.723272,0.350137,3.723272,0.350137,0.350137,0.350137,1,0,0,0,1,0,0,0
4109000,-214.868186,49,2,2,'0 0 1 0 Z Z 0 0 ,D,0.186163,0.186163,4.762687,0.186163,0,0,0.186163,0.186163,1,0,0,0,1,0,0,0
4110000,-216.145233,52,2,0,'0 0 1 0 0 0 0 0 ,D,0.360512,0.360512,4.067109,0.360512,0.360512,0.360512,0.360512,0.360512,1,0,0,0,1,0,0,0
4111000,-213.451922,3,2,0,'0 0 1 0 1 0 0 0 ,D,0.217828,0.217828,3.69099,0.217828,3.69099,0.217828,0.217828,0.217828,1,0,0,0,1,0,0,0
4112000,-214.385559,25,2,1,'0 0 1 0 Z 0 0 0 ,D,0.261642,0.261642,3.995084,0.261642,0,0.261642,0.261642,0.261642,1,0,0,0,1,0,0,0
4113000,-217.850589,61,2,2,'0 Z 1 0 Z 0 0 0 ,D,0.620822,0,3.626128,0.620822,0,0.620822,0.620822,0.620822,1,0,0,0,1,0,0,0
4114000,-216.51029,14,2,1,'0 0 1 0 Z 0 0 0 ,D,0.194627,0.194627,4.726752,0.194627,0,0.194627,0.194627,0.194627,1,0,0,0,1,0,0,0
4115000,-212.746805,3,2,0,'0 0 1 0 1 1 0 0 ,D,0.378451,0.378451,2.85785,0.378451,2.85785,2.85785,0.378451,0.378451,1,0,0,0,1,0,0,0
4116000,-217.869572,24,2,1,'0 0 1 0 1 1 0 Z ,D,0.390789,0.390789,4.595644,0.390789,4.595644,4.595644,0.390789,0,1,0,0,0,1,0,0,0
4117000,-212.869383,67,2,2,'0 0 1 0 Z 1 0 Z ,D,0.261844,0.261844,3.671929,0.261844,0,3.671929,0.261844,0,1,0,0,0,1,0,0,0
4118000,-213.023272,32,3,2,'0 2 1 0 Z Z 0 2 ,D,0.672833,0.094805,5.627865,0.672833,0,0,0.672833,0.094805,1,0,0,0,1,0,0,0
4119000,-213.61632,49,2,1,'1 1 0 1 1 0 1 Z ,D,0.363981,0.363981,1.812976,0.363981,0.363981,1.812976,0.363981,0,1,0,0,0,1,0,0,0
4120000,-208.21396,92,3,2,'2 0 1 2 Z 1 2 Z ,D,0.51773,0.208618,2.99954,0.51773,0,2.99954,0.51773,0,1,0,0,0,1,0,0,0
4121000,-215.177285,87,2,0,'1 1 0 1 0 0 1 1 ,D,0.415706,0.415706,2.61522,0.415706,2.61522,2.61522,0.415706,0.415706,1,0,0,0,1,0,0,0
4122000,-214.887664,23,2,0,'0 0 1 0 1 0 0 0 ,D,0.441983,0.441983,3.984321,0.441983,3.984321,0.441983,0.441983,0.441983,1,0,0,0,1,0,0,0
4123000,-213.424994,88,2,0,'0 0 1 0 0 0 0 0 ,D,0.294799,0.294799,3.801025,0.294799,0.294799,0.294799,0.294799,0.294799,1,0,0,0,1,0,0,0
4124000,-215.446946,68,2,1,'0 0 1 0 1 Z 0 0 ,D,0.301134,0.301134,3.988862,0.301134,3.988862,0,0.301134,0.301134,1,0,0,0,1,0,0,0
4125000,-215.387229,98,2,0,'1 1 0 1 0 1 1 1 ,D,0.337726,0.337726,4.708373,0.337726,4.708373,0.337726,0.337726,0.337726,1,0,0,0,1,0,0,0
4126000,-210.150143,14,3,0,'1 2 0 1 1 1 1 2 ,D,0.584868,0.158457,2.505089,0.584868,0.584868,0.584868,0.584868,0.158457,1,0,0,0,1,0,0,0
4127000,-212.155771,88,4,0,'2 2 0 2 3 1 1 1 ,D,0.337816,0.337816,4.667316,0.337816,5.811444,0.526073,0.526073,0.526073,1,0,0,0,1,0,0,0
4128000,-211.470366,9,2,1,'0 0 1 0 1 1 1 Z ,D,0.268967,0.268967,2.506867,0.268967,2.506867,2.506867,2.506867,0,1,0,0,0,1,0,0,0
4129000,-212.873346,64,2,1,'0 0 1 0 1 1 1 Z ,D,0.348495,0.348495,1.684334,0.348495,1.684334,1.684334,1.684334,0,1,0,0,0,1,0,0,0
4130000,-212.130635,88,2,1,'1 1 0 1 0 0 0 Z ,D,0.419791,0.419791,1.894857,0.419791,1.894857,1.894857,1.894857,0,1,0,0,0,1,0,0,0
4131000,-213.703951,32,2,1,'1 1 0 1 0 0 0 Z ,D,0.407889,0.407889,2.851326,0.407889,2.851326,2.851326,2.851326,0,1,0,0,0,1,0,0,0
4132000,-211.897613,92,3,1,'1 1 2 1 0 2 0 Z ,D,0.259767,0.259767,3.807037,0.259767,1.429378,3.807037,1.429378,0,1,0,0,0,1,0,0,0
4133000,-213.782861,51,3,1,'0 2 1 0 1 1 0 Z ,D,0.869837,0.269745,2.259279,0.869837,2.259279,2.259279,0.869837,0,1,0,0,0,1,0,0,0
4134000,-206.001338,67,3,2,'0 2 1 2 Z 1 0 Z ,D,0.75076,0.231019,3.436876,0.231019,0,3.436876,0.75076,0,1,0,0,0,1,0,0,0
4135000,-219.461955,33,2,2,'0 0 1 0 Z 1 0 Z ,D,0.130647,0.130647,5.185088,0.130647,0,5.185088,0.130647,0,1,0,0,0,1,0,0,0
4136000,-216.918595,46,2,1,'0 0 1 0 0 1 0 Z ,D,0.544918,0.544918,2.11989,0.544918,0.544918,2.11989,0.544918,0,1,0,0,0,1,0,0,0
4137000,-213.000527,88,2,2,'0 0 1 0 Z 1 0 Z ,D,0.32359,0.32359,1.738432,0.32359,0,1.738432,0.32359,0,1,0,0,0,1,0,0,0
4138000,-214.205631,42,2,1,'0 0 1 0 1 1 0 Z ,D,0.349489,0.349489,2.521318,0.349489,2.521318,2.521318,0.349489,0,1,0,0,0,1,0,0,0
4139000,-210.542883,67,2,1,'0 0 1 0 1 1 0 Z ,D,0.390548,0.390548,2.333081,0.390548,2.333081,2.333081,0.390548,0,1,0,0,0,1,0,0,0
4140000,-210.616996,67,3,1,'0 0 2 0 1 1 0 Z ,D,0.357156,0.357156,1.720496,0.357156,3.016271,3.016271,0.357156,0,1,0,0,0,1,0,0,0
4141000,-210.544664,67,2,1,'0 0 1 0 1 1 0 Z ,D,0.383614,0.383614,2.290051,0.383614,2.290051,2.290051,0.383614,0,1,0,0,0,1,0,0,0
4142000,-215.779436,23,2,1,'1 1 0 1 0 0 1 Z ,D,0.529632,0.529632,2.745757,0.529632,2.745757,2.745757,0.529632,0,1,0,0,0,1,0,0,0
4143000,-211.616538,3,3,1,'1 1 2 1 0 Z 1 1 ,D,0.376056,0.376056,4.805163,0.376056,6.73174,0,0.376056,0.376056,1,0,0,0,1,0,0,0
4144000,-210.898285,67,3,0,'0 0 1 0 2 0 0 0 ,D,0.313077,0.313077,3.933958,0.313077,4.617507,0.313077,0.313077,0.313077,1,0,0,0,1,0,0,0
4145000,-212.969546,7,3,0,'2 0 1 2 2 2 2 2 ,D,0.645161,0.124642,4.315111,0.645161,0.645161,0.645161,0.645161,0.645161,1,0,0,0,1,0,0,0
4146000,-213.27738,88,2,0,'1 1 0 1 1 1 1 1 ,D,0.274455,0.274455,3.855633,0.274455,0.274455,0.274455,0.274455,0.274455,1,0,0,0,1,0,0,0
4147000,-212.825968,88,2,1,'0 0 1 0 0 1 0 Z ,D,0.292848,0.292848,2.19076,0.292848,0.292848,2.19076,0.292848,0,1,0,0,0,1,0,0,0
4148000,-213.736315,33,2,1,'0 0 1 0 0 1 0 Z ,D,0.288752,0.288752,2.7344,0.288752,0.288752,2.7344,0.288752,0,1,0,0,0,1,0,0,0
4149000,-216.439724,87,3,0,'0 0 1 0 2 0 0 0 ,D,0.648891,0.648891,3.70575,0.648891,16.269483,0.648891,0.648891,0.648891,1,0,0,0,1,0,0,0
4150000,-214.541208,25,2,0,'0 0 1 0 1 0 0 0 ,D,0.456799,0.456799,3.463222,0.456799,3.463222,0.456799,0.456799,0.456799,1,0,0,0,1,0,0,0
4151000,-215.704022,3,2,3,'0 Z 1 0 Z Z 0 0 ,D,0.728663,0,2.54344,0.728663,0,0,0.728663,0.728663,1,0,0,0,1,0,0,0
4152000,-215.804573,99,2,3,'0 Z 1 0 Z Z 0 0 ,D,0.901725,0,3.942143,0.901725,0,0,0.901725,0.901725,1,0,0,0,1,0,0,0
4153000,-215.551539,40,2,1,'0 0 1 0 Z 0 0 0 ,D,0.239032,0.239032,5.020129,0.239032,0,0.239032,0.239032,0.239032,1,0,0,0,1,0,0,0
4154000,-213.502465,67,2,1,'0 0 1 0 1 1 0 Z ,D,0.252835,0.252835,2.651808,0.252835,2.651808,2.651808,0.252835,0,1,0,0,0,1,0,0,0
4155000,-217.708043,3,2,1,'1 1 0 1 0 0 1 Z ,D,0.668953,0.668953,4.047626,0.668953,4.047626,4.047626,0.668953,0,1,0,0,0,1,0,0,0
4156000,-211.990132,88,2,1,'0 0 1 0 1 1 0 Z ,D,0.3332,0.3332,2.123567,0.3332,2.123567,2.123567,0.3332,0,1,0,0,0,1,0,0,0
4157000,-212.863904,87,2,1,'0 0 1 0 1 1 1 Z ,D,0.385402,0.385402,2.399112,0.385402,2.399112,2.399112,2.399112,0,1,0,0,0,1,0,0,0
4158000,-212.449866,99,3,1,'0 0 2 0 1 1 1 Z ,D,0.413409,0.413409,3.104571,0.413409,3.467412,3.467412,3.467412,0,1,0,0,0,1,0,0,0
4159000,-212.757142,83,2,1,'1 1 0 1 0 0 0 Z ,D,0.281524,0.281524,2.842274,0.281524,2.842274,2.842274,2.842274,0,1,0,0,0,1,0,0,0
4160000,-211.993527,92,2,1,'0 0 1 0 1 1 1 Z ,D,0.297272,0.297272,1.569994,0.297272,1.569994,1.569994,1.569994,0,1,0,0,0,1,0,0,0
4161000,-213.199995,49,2,1,'0 0 1 0 1 1 0 Z ,D,0.32408,0.32408,2.700471,0.32408,2.700471,2.700471,0.32408,0,1,0,0,0,1,0,0,0
4162000,-211.565153,9,3,0,'2 2 0 2 1 2 1 2 ,D,0.245117,0.245117,3.684769,0.245117,1.469206,0.245117,1.469206,0.245117,1,0,0,0,1,0,0,0
4163000,-211.709874,85,3,1,'2 1 0 2 2 Z 2 1 ,D,0.791496,0.103602,3.413827,0.791496,0.791496,0,0.791496,0.103602,1,0,0,0,1,0,0,0
4164000,-218.346917,43,2,1,'0 0 1 0 Z 1 0 0 ,D,0.406037,0.406037,2.452772,0.406037,0,2.452772,0.406037,0.406037,1,0,0,0,1,0,0,0
4165000,-213.108599,3,2,2,'0 0 1 0 Z Z 0 0 ,D,0.19933,0.19933,4.353354,0.19933,0,0,0.19933,0.19933,1,0,0,0,1,0,0,0
4166000,-216.17586,7,3,2,'0 2 1 Z 2 1 0 Z ,D,0.721752,0.308954,4.189623,0,0.308954,4.189623,0.721752,0,1,0,0,0,1,0,0,0
4167000,-210.690959,92,4,0,'1 2 3 1 0 2 1 1 ,D,0.531735,0.240473,4.506219,0.531735,1.742786,0.240473,0.531735,0.531735,1,0,0,0,1,0,0,0
4168000,-213.961917,85,3,2,'1 2 0 1 Z Z 1 1 ,D,0.612274,0.272721,3.468869,0.612274,0,0,0.612274,0.612274,1,0,0,0,1,0,0,0
4169000,-210.191074,88,3,2,'1 2 0 1 Z Z 1 1 ,D,0.608396,0.155947,2.026327,0.608396,0,0,0.608396,0.608396,1,0,0,0,1,0,0,0
4170000,-209.843748,92,3,2,'2 1 0 2 Z Z 2 2 ,D,0.682429,0.15844,3.745865,0.682429,0,0,0.682429,0.682429,1,0,0,0,1,0,0,0
4171000,-214.314101,49,2,2,'1 1 0 1 Z Z 1 1 ,D,0.295046,0.295046,5.076995,0.295046,0,0,0.295046,0.295046,1,0,0,0,1,0,0,0
